leaseId,propertyId,residentId,startDate,endDate,termMonths,monthlyRent,deposit,concessionMonths,renewalOfLeaseId,status
LSE-002139,PROP-00770,RES-01443,2022-12-04,2024-06-04,18,2175,2175,0,,expired
LSE-002140,PROP-00770,RES-01444,2024-07-13,2026-07-13,24,2230,1115,0,,expired
LSE-002141,PROP-00770,RES-01444,2026-07-21,2028-07-21,24,2340,2340,0,LSE-002140,active
LSE-002142,PROP-00771,RES-01445,2024-07-22,2026-07-22,24,2505,2505,0,,expired
LSE-002143,PROP-00771,RES-01446,2026-09-07,2027-09-07,12,2635,2635,0,,active
LSE-002144,PROP-00772,RES-01447,2022-11-27,2023-11-27,12,2135,2135,0,,expired
LSE-002145,PROP-00772,RES-01447,2023-12-23,2025-12-23,24,2180,2180,0,LSE-002144,expired
LSE-002146,PROP-00772,RES-01448,2025-12-29,2027-12-29,24,2225,2225,0,,active
LSE-002147,PROP-00773,RES-01449,2022-05-16,2024-05-16,24,2135,2135,0,,expired
LSE-002148,PROP-00773,RES-01450,2024-06-07,2025-06-07,12,2255,1127,0,,expired
LSE-002149,PROP-00773,RES-01450,2025-07-22,2026-07-22,12,2325,2325,0,LSE-002148,expired
LSE-002150,PROP-00773,RES-01450,2026-08-22,2028-02-22,18,2415,2415,1,LSE-002149,active
LSE-002151,PROP-00774,RES-01451,2022-07-22,2023-07-22,12,2465,2465,0,,expired
LSE-002152,PROP-00774,RES-01452,2023-08-16,2024-08-16,12,2495,2495,0,,expired
LSE-002153,PROP-00774,RES-01453,2024-10-26,2026-10-26,24,2560,1280,0,,active
LSE-002154,PROP-00775,RES-01454,2022-06-04,2023-06-04,12,2430,2430,0,,expired
LSE-002155,PROP-00775,RES-01454,2023-06-22,2024-06-22,12,2510,2510,0,LSE-002154,expired
LSE-002156,PROP-00775,RES-01454,2024-07-17,2026-07-17,24,2545,2545,0,LSE-002155,expired
LSE-002157,PROP-00775,RES-01455,2026-09-23,2027-09-23,12,2605,2605,0,,active
LSE-002158,PROP-00776,RES-01456,2023-10-12,2024-10-12,12,2405,2405,0,,expired
LSE-002159,PROP-00776,RES-01456,2024-11-19,2025-11-19,12,2430,2430,0,LSE-002158,expired
LSE-002160,PROP-00776,RES-01457,2026-01-08,2027-07-08,18,2565,2565,0,,active
LSE-002161,PROP-00777,RES-01458,2022-05-15,2023-05-15,12,2225,2225,0,,expired
LSE-002162,PROP-00777,RES-01459,2023-06-25,2024-06-25,12,2185,2185,0,,expired
LSE-002163,PROP-00777,RES-01460,2024-08-13,2026-08-13,24,2350,1175,0,,expired
LSE-002164,PROP-00777,RES-01460,2026-09-27,2028-03-27,18,2460,1230,0,LSE-002163,active
LSE-002165,PROP-00778,RES-01461,2023-10-31,2024-10-31,12,2200,2200,0,,expired
LSE-002166,PROP-00778,RES-01462,2024-11-18,2025-11-18,12,2125,2125,0,,expired
LSE-002167,PROP-00778,RES-01462,2025-12-20,2026-12-20,12,2175,2175,0,LSE-002166,active
LSE-002168,PROP-00779,RES-01463,2022-04-06,2023-04-06,12,2165,2165,0,,expired
LSE-002169,PROP-00779,RES-01464,2023-05-24,2024-05-24,12,2190,2190,0,,expired
LSE-002170,PROP-00779,RES-01464,2024-07-04,2026-01-04,18,2255,2255,0,LSE-002169,expired
LSE-002171,PROP-00779,RES-01464,2026-02-26,2027-02-26,12,2290,2290,0,LSE-002170,active
LSE-002172,PROP-00780,RES-01465,2024-12-06,2026-12-06,24,2205,2205,1,,active
LSE-002173,PROP-00781,RES-01466,2022-06-11,2023-06-11,12,2340,2340,0,,expired
LSE-002174,PROP-00781,RES-01467,2023-07-11,2024-07-11,12,2330,2330,0,,expired
LSE-002175,PROP-00781,RES-01467,2024-09-15,2025-09-15,12,2385,1192,0,LSE-002174,expired
LSE-002176,PROP-00781,RES-01468,2025-10-05,2026-10-05,12,2445,1222,0,,active
LSE-002177,PROP-00782,RES-01469,2024-02-21,2025-02-21,12,2520,2520,0,,expired
LSE-002178,PROP-00782,RES-01470,2025-04-10,2026-04-10,12,2615,2615,0,,expired
LSE-002179,PROP-00782,RES-01471,2026-04-26,2027-04-26,12,2580,1290,0,,active
LSE-002180,PROP-00783,RES-01472,2024-03-27,2025-03-27,12,2260,2260,0,,expired
LSE-002181,PROP-00783,RES-01472,2025-04-22,2026-04-22,12,2285,1142,0,LSE-002180,expired
LSE-002182,PROP-00783,RES-01472,2026-06-03,2027-06-03,12,2385,1192,0,LSE-002181,active
LSE-002183,PROP-00784,RES-01473,2023-07-07,2025-07-07,24,2450,2450,0,,expired
LSE-002184,PROP-00784,RES-01474,2025-08-09,2026-08-09,12,2540,2540,0,,expired
LSE-002185,PROP-00785,RES-01475,2023-11-03,2025-05-03,18,2175,2175,1,,expired
LSE-002186,PROP-00785,RES-01475,2025-05-31,2026-05-31,12,2325,1162,0,LSE-002185,expired
LSE-002187,PROP-00785,RES-01476,2026-06-07,2027-12-07,18,2420,2420,0,,active
LSE-002188,PROP-00786,RES-01477,2023-02-06,2024-02-06,12,2145,2145,0,,expired
LSE-002189,PROP-00786,RES-01478,2024-03-04,2025-03-04,12,2175,2175,1,,expired
LSE-002190,PROP-00786,RES-01478,2025-05-11,2027-05-11,24,2285,1142,0,LSE-002189,active
LSE-002191,PROP-00787,RES-01479,2023-03-15,2024-03-15,12,2360,2360,0,,expired
LSE-002192,PROP-00787,RES-01479,2024-03-31,2025-03-31,12,2485,1242,0,LSE-002191,expired
LSE-002193,PROP-00787,RES-01479,2025-05-10,2026-05-10,12,2595,1297,0,LSE-002192,expired
LSE-002194,PROP-00787,RES-01480,2026-06-06,2028-06-06,24,2595,2595,0,,active
LSE-002195,PROP-00788,RES-01481,2022-10-02,2024-10-02,24,2125,2125,0,,expired
LSE-002196,PROP-00788,RES-01482,2024-10-07,2026-04-07,18,2260,2260,0,,expired
LSE-002197,PROP-00788,RES-01483,2026-05-16,2027-11-16,18,2390,2390,0,,active
LSE-002198,PROP-00789,RES-01484,2024-02-09,2025-02-09,12,2215,1107,0,,expired
LSE-002199,PROP-00789,RES-01485,2025-04-07,2026-04-07,12,2285,2285,0,,terminated-early
LSE-002200,PROP-00789,RES-01486,2026-06-17,2027-06-17,12,2375,2375,0,,active
LSE-002201,PROP-00790,RES-01487,2022-08-20,2023-08-20,12,2385,2385,0,,expired
LSE-002202,PROP-00790,RES-01488,2023-08-29,2024-08-29,12,2370,2370,0,,expired
LSE-002203,PROP-00790,RES-01488,2024-09-15,2026-03-15,18,2435,2435,0,LSE-002202,expired
LSE-002204,PROP-00790,RES-01489,2026-05-29,2027-05-29,12,2585,2585,0,,active
LSE-002205,PROP-00791,RES-01490,2022-07-12,2024-07-12,24,2130,2130,0,,expired
LSE-002206,PROP-00791,RES-01491,2024-09-09,2025-09-09,12,2195,1097,0,,expired
LSE-002207,PROP-00791,RES-01492,2025-10-04,2026-10-04,12,2300,1150,1,,active
LSE-002208,PROP-00792,RES-01493,2024-03-12,2025-03-12,12,2275,2275,0,,expired
LSE-002209,PROP-00792,RES-01494,2025-05-07,2027-05-07,24,2305,1152,0,,active
LSE-002210,PROP-00793,RES-01495,2022-10-06,2024-10-06,24,2160,1080,0,,expired
LSE-002211,PROP-00793,RES-01496,2024-11-26,2025-11-26,12,2195,2195,0,,expired
LSE-002212,PROP-00793,RES-01496,2026-01-13,2027-01-13,12,2290,2290,1,LSE-002211,active
LSE-002213,PROP-00794,RES-01497,2024-12-06,2025-12-06,12,2170,1085,0,,expired
LSE-002214,PROP-00794,RES-01497,2025-12-18,2027-06-18,18,2210,2210,0,LSE-002213,active
LSE-002215,PROP-00795,RES-01498,2023-09-06,2024-09-06,12,2525,2525,0,,expired
LSE-002216,PROP-00795,RES-01499,2024-09-24,2026-09-24,24,2540,2540,0,,expired
LSE-002217,PROP-00796,RES-01500,2022-07-12,2023-07-12,12,2165,2165,0,,expired
LSE-002218,PROP-00796,RES-01501,2023-07-23,2024-07-23,12,2280,2280,1,,expired
LSE-002219,PROP-00796,RES-01501,2024-08-10,2025-08-10,12,2345,2345,0,LSE-002218,expired
LSE-002220,PROP-00796,RES-01501,2025-08-26,2027-08-26,24,2415,2415,0,LSE-002219,active
LSE-002221,PROP-00797,RES-01502,2023-07-21,2024-07-21,12,2370,1185,0,,expired
LSE-002222,PROP-00797,RES-01502,2024-08-22,2026-02-22,18,2475,2475,0,LSE-002221,expired
LSE-002223,PROP-00797,RES-01503,2026-04-23,2027-04-23,12,2590,2590,0,,active
LSE-002224,PROP-00798,RES-01504,2023-11-01,2024-11-01,12,2145,2145,1,,expired
LSE-002225,PROP-00798,RES-01505,2025-01-14,2026-01-14,12,2175,2175,0,,expired
LSE-002226,PROP-00798,RES-01505,2026-03-30,2027-09-30,18,2260,2260,0,LSE-002225,active
LSE-002227,PROP-00799,RES-01506,2023-06-23,2024-06-23,12,2420,2420,0,,expired
LSE-002228,PROP-00799,RES-01506,2024-08-12,2026-02-12,18,2525,2525,0,LSE-002227,expired
LSE-002229,PROP-00799,RES-01506,2026-03-24,2027-03-24,12,2620,2620,0,LSE-002228,active
LSE-002230,PROP-00800,RES-01507,2023-05-18,2024-05-18,12,2430,2430,0,,expired
LSE-002231,PROP-00800,RES-01507,2024-06-28,2025-06-28,12,2510,1255,0,LSE-002230,expired
LSE-002232,PROP-00800,RES-01508,2025-07-27,2026-07-27,12,2645,1322,1,,expired
LSE-002233,PROP-00800,RES-01509,2026-09-07,2027-09-07,12,2595,1297,0,,active
LSE-002234,PROP-00801,RES-01510,2023-12-18,2025-12-18,24,2120,2120,0,,expired
LSE-002235,PROP-00801,RES-01511,2026-02-03,2028-02-03,24,2195,2195,0,,active
LSE-002236,PROP-00802,RES-01512,2022-02-22,2024-02-22,24,2395,2395,0,,expired
LSE-002237,PROP-00802,RES-01512,2024-03-22,2025-03-22,12,2515,1257,0,LSE-002236,expired
LSE-002238,PROP-00802,RES-01513,2025-05-21,2026-05-21,12,2745,2745,1,,expired
LSE-002239,PROP-00802,RES-01514,2026-07-27,2028-01-27,18,2735,2735,0,,active
LSE-002240,PROP-00803,RES-01515,2022-04-10,2023-10-10,18,2375,1187,0,,expired
LSE-002241,PROP-00803,RES-01516,2023-11-02,2024-11-02,12,2380,2380,0,,expired
LSE-002242,PROP-00803,RES-01516,2024-11-30,2026-11-30,24,2420,2420,1,LSE-002241,active
LSE-002243,PROP-00804,RES-01517,2023-07-27,2025-07-27,24,2430,1215,0,,expired
LSE-002244,PROP-00804,RES-01518,2025-09-20,2026-09-20,12,2540,1270,0,,expired
LSE-002245,PROP-00805,RES-01519,2021-12-15,2022-12-15,12,2195,2195,0,,expired
LSE-002246,PROP-00805,RES-01519,2023-01-05,2025-01-05,24,2235,2235,0,LSE-002245,expired
LSE-002247,PROP-00805,RES-01520,2025-02-11,2027-02-11,24,2260,2260,0,,active
LSE-002248,PROP-00806,RES-01521,2023-09-13,2025-09-13,24,2500,2500,0,,expired
LSE-002249,PROP-00806,RES-01522,2025-10-11,2027-04-11,18,2515,2515,0,,active
LSE-002250,PROP-00807,RES-01523,2023-04-28,2025-04-28,24,2390,1195,0,,expired
LSE-002251,PROP-00807,RES-01523,2025-06-21,2027-06-21,24,2545,2545,0,LSE-002250,active
LSE-002252,PROP-00808,RES-01524,2022-06-14,2023-06-14,12,2520,2520,0,,expired
LSE-002253,PROP-00808,RES-01524,2023-08-14,2025-08-14,24,2630,1315,0,LSE-002252,expired
LSE-002254,PROP-00808,RES-01524,2025-08-29,2027-02-28,18,2735,2735,0,LSE-002253,active
LSE-002255,PROP-00809,RES-01525,2023-06-03,2025-06-03,24,2160,2160,0,,expired
LSE-002256,PROP-00809,RES-01526,2025-08-08,2027-08-08,24,2280,1140,0,,active
LSE-002257,PROP-00810,RES-01527,2024-03-24,2025-03-24,12,2135,2135,0,,terminated-early
LSE-002258,PROP-00810,RES-01528,2025-04-14,2027-04-14,24,2330,2330,0,,active
LSE-002259,PROP-00811,RES-01529,2022-11-11,2024-11-11,24,2415,2415,0,,expired
LSE-002260,PROP-00811,RES-01529,2025-01-02,2026-01-02,12,2470,1235,0,LSE-002259,expired
LSE-002261,PROP-00811,RES-01529,2026-02-06,2027-02-06,12,2565,2565,0,LSE-002260,active
LSE-002262,PROP-00812,RES-01530,2022-07-23,2024-07-23,24,2405,1202,0,,expired
LSE-002263,PROP-00812,RES-01531,2024-09-28,2026-03-28,18,2520,1260,0,,expired
LSE-002264,PROP-00812,RES-01531,2026-05-09,2027-11-09,18,2655,1327,0,LSE-002263,active
LSE-002265,PROP-00813,RES-01532,2023-12-02,2025-12-02,24,2420,2420,0,,expired
LSE-002266,PROP-00813,RES-01532,2026-01-05,2027-01-05,12,2470,1235,1,LSE-002265,active
LSE-002267,PROP-00814,RES-01533,2024-01-04,2026-01-04,24,2195,1097,1,,expired
LSE-002268,PROP-00814,RES-01534,2026-03-12,2027-03-12,12,2280,2280,0,,active
LSE-002269,PROP-00815,RES-01535,2024-02-10,2025-02-10,12,2420,2420,0,,expired
LSE-002270,PROP-00815,RES-01536,2025-03-28,2026-03-28,12,2595,2595,0,,expired
LSE-002271,PROP-00815,RES-01536,2026-04-11,2028-04-11,24,2670,2670,0,LSE-002270,active
LSE-002272,PROP-00816,RES-01537,2023-04-15,2024-04-15,12,2240,2240,0,,expired
LSE-002273,PROP-00816,RES-01537,2024-06-20,2026-06-20,24,2290,1145,0,LSE-002272,expired
LSE-002274,PROP-00816,RES-01537,2026-08-13,2027-08-13,12,2430,2430,0,LSE-002273,active
LSE-002275,PROP-00817,RES-01538,2023-08-15,2025-08-15,24,2400,2400,0,,expired
LSE-002276,PROP-00817,RES-01539,2025-09-17,2027-09-17,24,2530,1265,0,,active
LSE-002277,PROP-00818,RES-01540,2022-07-15,2023-07-15,12,2485,2485,0,,expired
LSE-002278,PROP-00818,RES-01541,2023-09-15,2025-09-15,24,2455,1227,0,,expired
LSE-002279,PROP-00818,RES-01541,2025-10-08,2027-04-08,18,2560,2560,0,LSE-002278,active
LSE-002280,PROP-00819,RES-01542,2023-07-14,2025-07-14,24,2145,2145,0,,evicted
LSE-002281,PROP-00819,RES-01543,2025-08-14,2026-08-14,12,2295,2295,0,,expired
LSE-002282,PROP-00819,RES-01544,2026-09-26,2028-09-26,24,2380,2380,0,,active
LSE-002283,PROP-00820,RES-01545,2024-11-22,2026-05-22,18,2185,1092,0,,expired
LSE-002284,PROP-00820,RES-01545,2026-06-09,2027-12-09,18,2360,2360,0,LSE-002283,active
LSE-002285,PROP-00821,RES-01546,2022-05-20,2023-05-20,12,2140,2140,0,,expired
LSE-002286,PROP-00821,RES-01547,2023-07-17,2025-07-17,24,2195,2195,0,,expired
LSE-002287,PROP-00821,RES-01548,2025-07-28,2026-07-28,12,2380,2380,0,,expired
LSE-002288,PROP-00821,RES-01548,2026-09-11,2028-03-11,18,2475,2475,0,LSE-002287,active
LSE-002289,PROP-00822,RES-01549,2023-05-28,2025-05-28,24,2130,2130,0,,expired
LSE-002290,PROP-00822,RES-01550,2025-07-15,2026-07-15,12,2420,2420,1,,expired
LSE-002291,PROP-00822,RES-01550,2026-07-22,2027-07-22,12,2500,1250,0,LSE-002290,active
LSE-002292,PROP-00823,RES-01551,2024-03-04,2026-03-04,24,2525,2525,0,,expired
LSE-002293,PROP-00823,RES-01552,2026-04-26,2027-04-26,12,2685,2685,0,,active
LSE-002294,PROP-00824,RES-01553,2021-11-16,2022-11-16,12,2205,2205,0,,expired
LSE-002295,PROP-00824,RES-01553,2022-12-03,2024-12-03,24,2280,2280,0,LSE-002294,expired
LSE-002296,PROP-00824,RES-01553,2025-01-05,2027-01-05,24,2330,2330,0,LSE-002295,active
LSE-002297,PROP-00825,RES-01554,2023-11-27,2024-11-27,12,2135,2135,0,,expired
LSE-002298,PROP-00825,RES-01555,2025-01-23,2026-01-23,12,2235,1117,0,,expired
LSE-002299,PROP-00825,RES-01556,2026-03-22,2027-03-22,12,2290,2290,0,,active
LSE-002300,PROP-00826,RES-01557,2022-04-03,2023-04-03,12,2400,1200,0,,expired
LSE-002301,PROP-00826,RES-01558,2023-05-18,2024-11-18,18,2460,2460,0,,evicted
LSE-002302,PROP-00826,RES-01559,2025-01-30,2026-07-30,18,2495,2495,0,,expired
LSE-002303,PROP-00826,RES-01560,2026-09-07,2027-09-07,12,2655,1327,0,,active
LSE-002304,PROP-00827,RES-01561,2024-11-23,2025-11-23,12,2145,2145,0,,expired
LSE-002305,PROP-00827,RES-01561,2025-12-13,2027-12-13,24,2245,1122,0,LSE-002304,active
LSE-002306,PROP-00828,RES-01562,2023-12-09,2024-12-09,12,2450,1225,1,,evicted
LSE-002307,PROP-00828,RES-01563,2024-12-17,2026-12-17,24,2395,1197,1,,active
LSE-002308,PROP-00829,RES-01564,2024-03-22,2026-03-22,24,2255,1127,0,,expired
LSE-002309,PROP-00829,RES-01564,2026-04-24,2027-04-24,12,2355,1177,0,LSE-002308,active
LSE-002310,PROP-00830,RES-01565,2024-10-15,2026-10-15,24,2415,2415,0,,active
LSE-002311,PROP-00831,RES-01566,2023-06-13,2024-06-13,12,2175,1087,0,,expired
LSE-002312,PROP-00831,RES-01567,2024-08-07,2025-08-07,12,2335,1167,0,,expired
LSE-002313,PROP-00831,RES-01567,2025-10-14,2027-10-14,24,2425,1212,0,LSE-002312,active
LSE-002314,PROP-00832,RES-01568,2022-10-22,2023-10-22,12,2155,2155,0,,expired
LSE-002315,PROP-00832,RES-01568,2023-11-15,2024-11-15,12,2220,2220,0,LSE-002314,expired
LSE-002316,PROP-00832,RES-01569,2024-11-24,2025-11-24,12,2135,2135,0,,expired
LSE-002317,PROP-00832,RES-01570,2026-01-11,2027-01-11,12,2270,2270,0,,active
LSE-002318,PROP-00833,RES-01571,2023-05-03,2024-11-03,18,2185,2185,1,,expired
LSE-002319,PROP-00833,RES-01572,2024-12-24,2025-12-24,12,2150,1075,0,,expired
LSE-002320,PROP-00833,RES-01573,2026-01-15,2027-01-15,12,2275,1137,1,,active
LSE-002321,PROP-00834,RES-01574,2023-07-06,2024-07-06,12,2505,2505,0,,expired
LSE-002322,PROP-00834,RES-01575,2024-09-18,2025-09-18,12,2545,1272,0,,expired
LSE-002323,PROP-00834,RES-01576,2025-11-04,2027-05-04,18,2605,1302,0,,active
LSE-002324,PROP-00835,RES-01577,2023-02-17,2024-02-17,12,2470,2470,0,,expired
LSE-002325,PROP-00835,RES-01578,2024-03-19,2026-03-19,24,2555,2555,1,,expired
LSE-002326,PROP-00835,RES-01579,2026-05-06,2028-05-06,24,2740,1370,0,,active
LSE-002327,PROP-00836,RES-01580,2022-11-15,2023-11-15,12,2420,2420,0,,expired
LSE-002328,PROP-00836,RES-01581,2023-12-27,2025-12-27,24,2400,2400,0,,expired
LSE-002329,PROP-00836,RES-01582,2026-03-02,2027-03-02,12,2530,2530,0,,active
LSE-002330,PROP-00837,RES-01583,2022-04-27,2023-04-27,12,2230,2230,0,,expired
LSE-002331,PROP-00837,RES-01584,2023-07-04,2025-07-04,24,2215,2215,1,,expired
LSE-002332,PROP-00837,RES-01585,2025-08-25,2026-08-25,12,2360,2360,0,,expired
LSE-002333,PROP-00837,RES-01586,2026-09-12,2028-03-12,18,2390,2390,0,,active
LSE-002334,PROP-00838,RES-01587,2023-07-20,2025-01-20,18,2400,2400,0,,expired
LSE-002335,PROP-00838,RES-01588,2025-03-07,2026-03-07,12,2640,2640,1,,expired
LSE-002336,PROP-00838,RES-01589,2026-05-15,2027-05-15,12,2745,2745,0,,active
LSE-002337,PROP-00839,RES-01590,2023-05-15,2024-11-15,18,2435,2435,0,,expired
LSE-002338,PROP-00839,RES-01591,2025-01-19,2026-01-19,12,2480,2480,0,,expired
LSE-002339,PROP-00839,RES-01591,2026-01-31,2027-01-31,12,2580,1290,0,LSE-002338,active
LSE-002340,PROP-00840,RES-01592,2024-03-21,2026-03-21,24,2525,1262,0,,expired
LSE-002341,PROP-00840,RES-01592,2026-05-12,2027-05-12,12,2570,2570,0,LSE-002340,active
LSE-002342,PROP-00841,RES-01593,2022-07-15,2023-07-15,12,2145,1072,0,,terminated-early
LSE-002343,PROP-00841,RES-01594,2023-07-23,2025-01-23,18,2170,2170,1,,expired
LSE-002344,PROP-00841,RES-01594,2025-02-11,2027-02-11,24,2275,2275,0,LSE-002343,active
LSE-002345,PROP-00842,RES-01595,2023-09-27,2024-09-27,12,2200,2200,0,,expired
LSE-002346,PROP-00842,RES-01596,2024-12-06,2025-12-06,12,2235,1117,0,,expired
LSE-002347,PROP-00842,RES-01597,2026-01-21,2027-01-21,12,2300,2300,0,,active
LSE-002348,PROP-00843,RES-01598,2023-10-12,2024-10-12,12,2160,2160,0,,expired
LSE-002349,PROP-00843,RES-01598,2024-10-28,2026-10-28,24,2205,1102,0,LSE-002348,active
LSE-002350,PROP-00844,RES-01599,2024-02-04,2026-02-04,24,2210,2210,0,,expired
LSE-002351,PROP-00844,RES-01599,2026-04-12,2027-04-12,12,2320,2320,1,LSE-002350,active
LSE-002352,PROP-00845,RES-01600,2023-05-08,2024-05-08,12,2195,1097,0,,expired
LSE-002353,PROP-00845,RES-01601,2024-06-18,2025-06-18,12,2260,1130,0,,expired
LSE-002354,PROP-00845,RES-01602,2025-08-17,2026-08-17,12,2280,2280,0,,expired
LSE-002355,PROP-00846,RES-01603,2024-01-18,2026-01-18,24,2380,2380,0,,expired
LSE-002356,PROP-00846,RES-01604,2026-03-05,2027-03-05,12,2515,2515,0,,active
LSE-002357,PROP-00847,RES-01605,2022-12-18,2024-12-18,24,2485,1242,1,,expired
LSE-002358,PROP-00847,RES-01605,2025-02-19,2027-02-19,24,2530,2530,0,LSE-002357,active
LSE-002359,PROP-00848,RES-01606,2024-02-14,2026-02-14,24,2180,2180,1,,expired
LSE-002360,PROP-00848,RES-01607,2026-03-23,2027-03-23,12,2395,2395,0,,active
LSE-002361,PROP-00849,RES-01608,2021-12-07,2023-06-07,18,2385,2385,0,,expired
LSE-002362,PROP-00849,RES-01609,2023-07-11,2025-07-11,24,2405,1202,0,,expired
LSE-002363,PROP-00849,RES-01609,2025-08-15,2026-08-15,12,2555,1277,1,LSE-002362,expired
LSE-002364,PROP-00849,RES-01610,2026-08-21,2027-08-21,12,2690,2690,0,,active
LSE-002365,PROP-00850,RES-01611,2023-11-25,2024-11-25,12,2360,1180,0,,expired
LSE-002366,PROP-00850,RES-01611,2025-01-29,2026-01-29,12,2450,2450,0,LSE-002365,expired
LSE-002367,PROP-00850,RES-01611,2026-03-12,2027-03-12,12,2510,2510,0,LSE-002366,active
LSE-002368,PROP-00851,RES-01612,2023-12-13,2024-12-13,12,2330,2330,0,,expired
LSE-002369,PROP-00851,RES-01613,2025-01-17,2026-01-17,12,2425,1212,0,,expired
LSE-002370,PROP-00851,RES-01614,2026-03-22,2027-03-22,12,2645,1322,0,,active
LSE-002371,PROP-00852,RES-01615,2024-03-18,2025-03-18,12,2160,2160,0,,expired
LSE-002372,PROP-00852,RES-01615,2025-04-10,2026-04-10,12,2275,1137,0,LSE-002371,expired
LSE-002373,PROP-00852,RES-01616,2026-06-17,2028-06-17,24,2355,1177,0,,active
LSE-002374,PROP-00853,RES-01617,2022-02-02,2024-02-02,24,2325,2325,0,,expired
LSE-002375,PROP-00853,RES-01618,2024-02-19,2025-02-19,12,2445,2445,0,,expired
LSE-002376,PROP-00853,RES-01619,2025-03-30,2027-03-30,24,2465,2465,0,,active
LSE-002377,PROP-00854,RES-01620,2022-06-26,2023-06-26,12,2135,2135,0,,expired
LSE-002378,PROP-00854,RES-01620,2023-09-02,2024-09-02,12,2235,2235,1,LSE-002377,expired
LSE-002379,PROP-00854,RES-01620,2024-10-22,2025-10-22,12,2320,2320,1,LSE-002378,expired
LSE-002380,PROP-00854,RES-01621,2025-10-29,2026-10-29,12,2250,2250,0,,active
LSE-002381,PROP-00855,RES-01622,2024-03-24,2025-03-24,12,2500,1250,0,,expired
LSE-002382,PROP-00855,RES-01622,2025-05-16,2027-05-16,24,2635,2635,0,LSE-002381,active
LSE-002383,PROP-00856,RES-01623,2024-03-27,2025-03-27,12,2280,1140,0,,expired
LSE-002384,PROP-00856,RES-01623,2025-05-30,2026-11-30,18,2355,1177,0,LSE-002383,active
LSE-002385,PROP-00857,RES-01624,2022-06-07,2024-06-07,24,2170,2170,0,,expired
LSE-002386,PROP-00857,RES-01625,2024-07-19,2025-07-19,12,2355,1177,0,,expired
LSE-002387,PROP-00857,RES-01626,2025-08-25,2026-08-25,12,2370,2370,0,,expired
LSE-002388,PROP-00857,RES-01627,2026-09-03,2028-09-03,24,2345,2345,0,,active
LSE-002389,PROP-00858,RES-01628,2022-06-07,2023-06-07,12,2365,2365,0,,evicted
LSE-002390,PROP-00858,RES-01629,2023-06-28,2024-12-28,18,2430,2430,0,,expired
LSE-002391,PROP-00858,RES-01629,2025-03-12,2027-03-12,24,2490,1245,0,LSE-002390,active
LSE-002392,PROP-00859,RES-01630,2023-08-10,2024-08-10,12,2400,2400,0,,expired
LSE-002393,PROP-00859,RES-01630,2024-09-29,2026-09-29,24,2545,1272,0,LSE-002392,expired
LSE-002394,PROP-00860,RES-01631,2023-05-27,2024-11-27,18,2140,2140,0,,expired
LSE-002395,PROP-00860,RES-01631,2024-12-17,2026-06-17,18,2185,1092,0,LSE-002394,expired
LSE-002396,PROP-00860,RES-01632,2026-07-15,2027-07-15,12,2360,2360,0,,active
LSE-002397,PROP-00861,RES-01633,2023-10-22,2024-10-22,12,2135,2135,1,,expired
LSE-002398,PROP-00861,RES-01633,2024-11-17,2026-11-17,24,2195,2195,0,LSE-002397,active
LSE-002399,PROP-00862,RES-01634,2023-04-09,2024-04-09,12,2410,2410,1,,expired
LSE-002400,PROP-00862,RES-01635,2024-04-26,2026-04-26,24,2565,2565,0,,expired
LSE-002401,PROP-00862,RES-01635,2026-05-29,2028-05-29,24,2675,2675,0,LSE-002400,active
LSE-002402,PROP-00863,RES-01636,2024-06-05,2026-06-05,24,2355,1177,0,,expired
LSE-002403,PROP-00863,RES-01637,2026-07-07,2028-07-07,24,2430,2430,0,,active
LSE-002404,PROP-00864,RES-01638,2024-03-04,2025-09-04,18,2430,1215,0,,expired
LSE-002405,PROP-00864,RES-01639,2025-10-30,2027-10-30,24,2485,2485,0,,active
LSE-002406,PROP-00865,RES-01640,2022-06-12,2023-06-12,12,2390,2390,0,,expired
LSE-002407,PROP-00865,RES-01640,2023-08-06,2025-08-06,24,2495,2495,0,LSE-002406,expired
LSE-002408,PROP-00865,RES-01640,2025-10-09,2027-10-09,24,2555,1277,0,LSE-002407,active
