workOrderId,propertyId,category,responsibility,chargedToResident,contributingNeglect,priority,isEmergency,openedDate,closedDate,cost,vendorId,residentReported
WO-008278,PROP-00926,Plumbing - major clog,landlord,False,False,routine,False,2025-02-13,2025-02-22,296,VEN-0026,True
WO-008279,PROP-00926,Electrical,landlord,False,False,routine,False,2026-05-31,2026-06-02,902,VEN-0023,False
WO-008280,PROP-00926,Plumbing - water heater,landlord,False,False,routine,False,2024-02-25,2024-03-04,733,VEN-0026,True
WO-008281,PROP-00926,Plumbing - leak,landlord,False,False,routine,False,2024-02-09,2024-02-19,1098,VEN-0026,True
WO-008282,PROP-00926,HVAC - not heating,landlord,False,False,urgent,False,2025-02-07,2025-02-12,1885,VEN-0024,False
WO-008283,PROP-00926,Plumbing - water heater,landlord,False,False,urgent,False,2025-02-11,2025-02-20,1187,VEN-0026,True
WO-008284,PROP-00927,Electrical,landlord,False,False,routine,False,2024-10-24,2024-10-28,1105,VEN-0023,False
WO-008285,PROP-00927,Pest control,resident,True,False,routine,False,2023-10-04,2023-10-04,237,VEN-0023,True
WO-008286,PROP-00927,Plumbing - leak,landlord,False,False,emergency,True,2024-08-23,2024-08-24,609,VEN-0026,True
WO-008287,PROP-00927,Lawn maintenance,resident,True,False,routine,False,2026-05-10,2026-05-20,279,VEN-0025,False
WO-008288,PROP-00927,Lawn maintenance,resident,True,False,routine,False,2024-08-09,2024-08-12,168,VEN-0025,True
WO-008289,PROP-00927,Garage door,landlord,False,False,routine,False,2026-01-07,2026-01-07,1233,VEN-0023,True
WO-008290,PROP-00927,HVAC - not cooling,landlord,False,False,emergency,True,2024-10-06,2024-10-06,1603,VEN-0024,True
WO-008291,PROP-00927,Turn,landlord,False,False,routine,False,2025-08-19,2025-08-20,1862,VEN-0028,True
WO-008292,PROP-00927,Lawn maintenance,resident,True,False,routine,False,2025-10-12,2025-10-16,225,VEN-0025,False
WO-008293,PROP-00927,Garage door,landlord,False,False,urgent,False,2024-01-07,2024-01-07,341,VEN-0023,False
WO-008294,PROP-00928,Fence,landlord,False,False,routine,False,2025-03-10,2025-03-10,1103,VEN-0023,True
WO-008295,PROP-00928,Plumbing - hardware,landlord,False,False,routine,False,2025-10-21,2025-10-29,445,VEN-0026,False
WO-008296,PROP-00928,HVAC - not cooling,landlord,False,False,routine,False,2024-04-09,2024-04-11,1684,VEN-0024,False
WO-008297,PROP-00928,Plumbing - major clog,landlord,False,False,emergency,True,2026-04-25,2026-04-25,507,VEN-0026,False
WO-008298,PROP-00928,Pool maintenance,resident,True,False,routine,False,2025-08-20,2025-08-21,649,VEN-0023,True
WO-008299,PROP-00928,Electrical,landlord,False,False,routine,False,2025-10-21,2025-10-21,641,VEN-0023,True
WO-008300,PROP-00928,Plumbing - major clog,landlord,False,False,urgent,False,2025-08-22,2025-08-30,390,VEN-0026,True
WO-008301,PROP-00929,Lawn maintenance,resident,True,False,routine,False,2026-02-26,2026-03-03,144,VEN-0025,True
WO-008302,PROP-00929,Plumbing - water heater,landlord,False,False,routine,False,2025-02-09,2025-02-18,1027,VEN-0026,False
WO-008303,PROP-00929,Lawn maintenance,resident,True,False,routine,False,2025-10-16,2025-10-19,116,VEN-0025,False
WO-008304,PROP-00929,Plumbing - major clog,landlord,False,False,urgent,False,2025-06-02,2025-06-11,236,VEN-0026,False
WO-008305,PROP-00929,HVAC - not cooling,landlord,False,False,emergency,True,2024-07-09,2024-07-09,835,VEN-0024,True
WO-008306,PROP-00929,Appliance,landlord,False,False,urgent,False,2026-03-10,2026-03-14,860,VEN-0022,True
WO-008307,PROP-00929,Turn,landlord,False,False,routine,False,2023-10-09,2023-10-12,3190,VEN-0028,True
WO-008308,PROP-00929,Lawn maintenance,resident,True,False,routine,False,2024-04-14,2024-04-19,136,VEN-0025,True
WO-008309,PROP-00929,Sprinkler,resident,True,False,routine,False,2023-10-08,2023-10-12,386,VEN-0025,False
WO-008310,PROP-00929,Lawn maintenance,resident,True,False,routine,False,2025-02-26,2025-02-28,335,VEN-0025,True
WO-008311,PROP-00930,HVAC - not cooling,landlord,False,False,urgent,False,2025-05-11,2025-05-13,1252,VEN-0024,True
WO-008312,PROP-00930,Sprinkler,resident,True,False,urgent,False,2023-10-20,2023-10-26,268,VEN-0025,True
WO-008313,PROP-00930,Lawn maintenance,resident,True,False,urgent,False,2024-01-15,2024-01-19,271,VEN-0025,True
WO-008314,PROP-00930,Turn,landlord,False,False,urgent,False,2024-02-17,2024-02-17,1783,VEN-0028,False
WO-008315,PROP-00930,HVAC - not cooling,landlord,False,False,routine,False,2024-08-02,2024-08-06,1243,VEN-0024,True
WO-008316,PROP-00930,Plumbing - leak,landlord,False,False,routine,False,2024-08-02,2024-08-08,1425,VEN-0026,True
WO-008317,PROP-00930,Pool maintenance,resident,True,False,routine,False,2026-06-11,2026-06-12,421,VEN-0023,True
WO-008318,PROP-00930,Turn,landlord,False,False,routine,False,2025-07-18,2025-07-19,1999,VEN-0028,True
WO-008319,PROP-00930,Fence,landlord,False,False,urgent,False,2023-10-10,2023-10-10,1109,VEN-0023,True
WO-008320,PROP-00930,Plumbing - water heater,landlord,False,False,routine,False,2025-09-08,2025-09-16,1653,VEN-0026,True
WO-008321,PROP-00930,Lawn maintenance,resident,True,False,urgent,False,2025-03-24,2025-03-26,289,VEN-0025,True
WO-008322,PROP-00931,Pool maintenance,resident,True,False,emergency,True,2026-05-14,2026-05-14,312,VEN-0023,True
WO-008323,PROP-00931,HVAC - not cooling,landlord,False,False,routine,False,2024-06-11,2024-06-15,1948,VEN-0024,False
WO-008324,PROP-00931,Electrical,landlord,False,False,routine,False,2025-09-06,2025-09-07,1003,VEN-0023,True
WO-008325,PROP-00931,Fence,landlord,False,False,routine,False,2026-08-16,2026-08-19,2362,VEN-0023,False
WO-008326,PROP-00931,Plumbing - hardware,landlord,False,False,emergency,True,2025-08-25,2025-08-25,265,VEN-0026,True
WO-008327,PROP-00932,Pool maintenance,resident,True,False,urgent,False,2025-08-16,2025-08-20,397,VEN-0023,True
WO-008328,PROP-00932,Plumbing - major clog,landlord,False,False,routine,False,2025-04-23,2025-04-30,259,VEN-0026,False
WO-008329,PROP-00932,Plumbing - leak,landlord,False,False,routine,False,2025-01-01,2025-01-08,1167,VEN-0026,False
WO-008330,PROP-00932,Plumbing - leak,landlord,False,False,routine,False,2023-11-22,2023-11-30,895,VEN-0026,True
WO-008331,PROP-00932,Electrical,landlord,False,False,routine,False,2025-02-05,2025-02-06,584,VEN-0023,True
WO-008332,PROP-00933,Pool maintenance,resident,True,False,urgent,False,2024-04-23,2024-04-26,403,VEN-0023,False
WO-008333,PROP-00933,Plumbing - leak,landlord,False,False,routine,False,2023-12-12,2023-12-19,713,VEN-0026,True
WO-008334,PROP-00933,HVAC - not heating,landlord,False,False,urgent,False,2024-02-24,2024-02-24,1578,VEN-0024,True
WO-008335,PROP-00933,Turn,landlord,False,False,urgent,False,2024-09-27,2024-09-27,2453,VEN-0028,True
WO-008336,PROP-00933,HVAC - not heating,landlord,False,False,routine,False,2026-01-14,2026-01-20,1764,VEN-0024,True
WO-008337,PROP-00933,Appliance,landlord,False,False,routine,False,2025-08-16,2025-08-22,367,VEN-0022,False
WO-008338,PROP-00933,HVAC - not heating,landlord,False,False,routine,False,2024-12-20,2024-12-23,1274,VEN-0024,True
WO-008339,PROP-00933,Fence,landlord,False,False,urgent,False,2025-06-23,2025-06-23,745,VEN-0023,True
WO-008340,PROP-00933,Turn,landlord,False,False,routine,False,2026-08-06,2026-08-06,3743,VEN-0028,False
WO-008341,PROP-00933,Turn,landlord,False,False,urgent,False,2025-07-30,2025-08-01,4126,VEN-0028,True
WO-008342,PROP-00933,HVAC - not heating,landlord,False,False,urgent,False,2025-12-16,2025-12-20,1985,VEN-0024,False
WO-008343,PROP-00933,Pest control,resident,True,False,urgent,False,2024-03-23,2024-03-25,80,VEN-0023,False
WO-008344,PROP-00933,Pest control,resident,True,False,urgent,False,2024-10-19,2024-10-23,193,VEN-0023,False
WO-008345,PROP-00934,Garage door,landlord,False,False,routine,False,2025-07-19,2025-07-19,759,VEN-0023,True
WO-008346,PROP-00934,HVAC - not cooling,landlord,False,False,routine,False,2026-03-08,2026-03-10,1281,VEN-0024,False
WO-008347,PROP-00934,Plumbing - leak,landlord,False,False,routine,False,2026-02-20,2026-03-02,743,VEN-0026,True
WO-008348,PROP-00934,Sprinkler,resident,True,False,routine,False,2026-01-05,2026-01-12,287,VEN-0025,True
WO-008349,PROP-00934,Plumbing - minor clog,resident,True,False,urgent,False,2026-08-20,2026-08-22,196,VEN-0026,True
WO-008350,PROP-00934,Pool maintenance,resident,True,False,urgent,False,2024-05-15,2024-05-19,567,VEN-0023,True
WO-008351,PROP-00934,Electrical,landlord,False,False,routine,False,2025-06-04,2025-06-05,841,VEN-0023,False
WO-008352,PROP-00934,Sprinkler,resident,True,False,routine,False,2024-04-01,2024-04-03,266,VEN-0025,True
WO-008353,PROP-00934,Plumbing - major clog,landlord,False,False,emergency,True,2026-07-07,2026-07-08,572,VEN-0026,False
WO-008354,PROP-00935,Appliance - garbage disposal,landlord,False,False,routine,False,2025-11-11,2025-11-20,349,VEN-0022,False
WO-008355,PROP-00935,Pool maintenance,resident,True,False,routine,False,2026-06-07,2026-06-07,451,VEN-0023,False
WO-008356,PROP-00935,Plumbing - water heater,landlord,False,False,urgent,False,2023-12-16,2023-12-27,1908,VEN-0026,False
WO-008357,PROP-00935,Plumbing - leak,landlord,False,False,urgent,False,2025-12-23,2025-12-28,510,VEN-0026,False
WO-008358,PROP-00935,Garage door,landlord,False,False,urgent,False,2025-01-01,2025-01-01,341,VEN-0023,True
WO-008359,PROP-00935,Appliance,landlord,False,False,urgent,False,2026-09-24,2026-09-27,926,VEN-0022,True
WO-008360,PROP-00936,HVAC - not heating,landlord,False,False,routine,False,2024-11-18,2024-11-21,833,VEN-0024,True
WO-008361,PROP-00936,Plumbing - hardware,landlord,False,False,routine,False,2026-08-22,2026-08-30,330,VEN-0026,True
WO-008362,PROP-00936,HVAC - not cooling,landlord,False,False,routine,False,2026-03-30,2026-04-01,1510,VEN-0024,True
WO-008363,PROP-00936,Garage door,landlord,False,False,urgent,False,2023-12-21,2023-12-22,690,VEN-0023,True
WO-008364,PROP-00936,Pool maintenance,resident,True,False,routine,False,2026-03-24,2026-03-27,579,VEN-0023,True
WO-008365,PROP-00936,Sprinkler,resident,True,False,urgent,False,2024-04-27,2024-05-02,460,VEN-0025,True
WO-008366,PROP-00936,Pool maintenance,resident,True,False,routine,False,2026-08-23,2026-08-23,448,VEN-0023,False
WO-008367,PROP-00936,Plumbing - water heater,landlord,False,False,routine,False,2023-10-06,2023-10-15,1476,VEN-0026,True
WO-008368,PROP-00936,Electrical,landlord,False,False,urgent,False,2024-08-23,2024-08-25,580,VEN-0023,False
WO-008369,PROP-00936,Plumbing - minor clog,resident,True,False,urgent,False,2026-05-03,2026-05-14,243,VEN-0026,True
WO-008370,PROP-00937,Sprinkler,resident,True,False,urgent,False,2024-01-02,2024-01-06,184,VEN-0025,True
WO-008371,PROP-00937,Fence,landlord,False,False,urgent,False,2024-11-27,2024-12-03,2115,VEN-0023,False
WO-008372,PROP-00937,Appliance,landlord,False,False,urgent,False,2024-08-23,2024-08-29,1279,VEN-0022,False
WO-008373,PROP-00937,Pest control,resident,True,False,urgent,False,2024-05-21,2024-05-23,222,VEN-0023,False
WO-008374,PROP-00937,Air filter,resident,True,False,routine,False,2025-12-24,2025-12-24,30,VEN-0023,True
WO-008375,PROP-00937,Pest control,resident,True,False,routine,False,2023-10-31,2023-10-31,131,VEN-0023,False
WO-008376,PROP-00937,HVAC - not cooling,landlord,False,True,urgent,False,2026-09-30,,1770,VEN-0024,False
WO-008377,PROP-00938,Plumbing - major clog,landlord,False,False,routine,False,2024-09-28,2024-10-06,499,VEN-0026,True
WO-008378,PROP-00938,Electrical,landlord,False,False,routine,False,2025-11-25,2025-11-25,426,VEN-0023,False
WO-008379,PROP-00938,Plumbing - water heater,landlord,False,False,routine,False,2024-08-29,2024-09-05,1201,VEN-0026,False
WO-008380,PROP-00938,Air filter,resident,True,False,urgent,False,2026-07-02,2026-07-05,40,VEN-0023,True
WO-008381,PROP-00938,Lawn maintenance,resident,True,False,urgent,False,2025-05-24,2025-05-26,180,VEN-0025,True
WO-008382,PROP-00938,Plumbing - leak,landlord,False,False,routine,False,2025-12-12,2025-12-20,1664,VEN-0026,False
WO-008383,PROP-00939,Sprinkler,resident,True,False,routine,False,2024-10-13,2024-10-17,167,VEN-0025,True
WO-008384,PROP-00939,Plumbing - water heater,landlord,False,False,routine,False,2026-05-21,2026-05-29,1398,VEN-0026,False
WO-008385,PROP-00939,Fence,landlord,False,False,urgent,False,2026-05-06,2026-05-09,1539,VEN-0023,False
WO-008386,PROP-00939,Turn,landlord,False,False,routine,False,2025-08-28,2025-08-30,2752,VEN-0028,False
WO-008387,PROP-00939,HVAC - not cooling,landlord,False,False,routine,False,2025-08-31,2025-08-31,2659,VEN-0024,True
WO-008388,PROP-00939,Pool maintenance,resident,True,False,routine,False,2026-09-15,2026-09-15,483,VEN-0023,True
WO-008389,PROP-00939,Sprinkler,resident,True,False,routine,False,2025-06-24,2025-06-30,209,VEN-0025,True
WO-008390,PROP-00939,Turn,landlord,False,False,urgent,False,2024-10-20,2024-10-25,3525,VEN-0028,False
WO-008391,PROP-00939,Sprinkler,resident,True,False,urgent,False,2026-05-26,2026-05-30,402,VEN-0025,True
WO-008392,PROP-00940,Plumbing - minor clog,resident,True,False,routine,False,2025-02-27,2025-03-11,140,VEN-0026,False
WO-008393,PROP-00940,Plumbing - major clog,landlord,False,False,routine,False,2024-03-19,2024-03-27,505,VEN-0026,False
WO-008394,PROP-00940,Air filter,resident,True,False,routine,False,2023-11-08,2023-11-11,31,VEN-0023,True
WO-008395,PROP-00940,Plumbing - major clog,landlord,False,False,routine,False,2026-09-01,2026-09-08,475,VEN-0026,False
WO-008396,PROP-00940,Lawn maintenance,resident,True,False,routine,False,2024-05-03,2024-05-07,214,VEN-0025,True
WO-008397,PROP-00940,Fence,landlord,False,False,urgent,False,2023-12-27,2023-12-30,1302,VEN-0023,True
WO-008398,PROP-00940,Turn,landlord,False,False,urgent,False,2024-01-02,2024-01-03,1805,VEN-0028,False
WO-008399,PROP-00940,Appliance - garbage disposal,landlord,False,False,routine,False,2025-05-01,2025-05-05,253,VEN-0022,False
WO-008400,PROP-00940,Pest control,resident,True,False,urgent,False,2025-10-30,2025-10-31,349,VEN-0023,False
WO-008401,PROP-00940,Plumbing - hardware,landlord,False,False,urgent,False,2024-02-25,2024-03-05,448,VEN-0026,False
WO-008402,PROP-00941,HVAC - not heating,landlord,False,False,routine,False,2024-11-04,2024-11-10,1765,VEN-0024,False
WO-008403,PROP-00941,Air filter,resident,True,False,urgent,False,2025-12-11,2025-12-11,53,VEN-0023,True
WO-008404,PROP-00941,Appliance,landlord,False,False,routine,False,2025-02-23,2025-03-01,978,VEN-0022,True
WO-008405,PROP-00941,Lawn maintenance,resident,True,False,routine,False,2024-03-13,2024-03-18,165,VEN-0025,True
WO-008406,PROP-00941,Plumbing - leak,landlord,False,False,routine,False,2025-03-01,2025-03-08,639,VEN-0026,True
WO-008407,PROP-00941,Air filter,resident,True,False,routine,False,2024-01-27,2024-01-28,40,VEN-0023,True
WO-008408,PROP-00941,HVAC - not heating,landlord,False,False,urgent,False,2024-11-26,2024-11-26,1007,VEN-0024,True
WO-008409,PROP-00941,Lawn maintenance,resident,True,False,routine,False,2026-09-18,2026-09-24,187,VEN-0025,True
WO-008410,PROP-00942,Plumbing - water heater,landlord,False,False,routine,False,2024-06-16,2024-06-22,1470,VEN-0026,False
WO-008411,PROP-00942,Lawn maintenance,resident,True,False,urgent,False,2024-04-03,2024-04-04,304,VEN-0025,True
WO-008412,PROP-00942,Lawn maintenance,resident,True,False,urgent,False,2023-11-21,2023-11-30,337,VEN-0025,False
WO-008413,PROP-00942,HVAC - not cooling,landlord,False,False,routine,False,2025-07-18,2025-07-18,3207,VEN-0024,True
WO-008414,PROP-00942,Garage door,landlord,False,False,routine,False,2026-04-23,2026-04-25,1291,VEN-0023,True
WO-008415,PROP-00942,Turn,landlord,False,False,routine,False,2025-03-12,2025-03-16,2467,VEN-0028,True
WO-008416,PROP-00942,HVAC - not cooling,landlord,False,False,routine,False,2025-01-12,2025-01-12,759,VEN-0024,True
WO-008417,PROP-00942,Plumbing - minor clog,resident,True,False,urgent,False,2024-02-20,2024-02-29,257,VEN-0026,False
WO-008418,PROP-00943,Plumbing - hardware,landlord,False,False,urgent,False,2025-05-24,2025-06-01,630,VEN-0026,True
WO-008419,PROP-00943,Appliance - garbage disposal,landlord,False,False,routine,False,2026-04-23,2026-05-01,200,VEN-0022,False
WO-008420,PROP-00943,Electrical,landlord,False,False,routine,False,2026-02-05,2026-02-07,990,VEN-0023,True
WO-008421,PROP-00943,Plumbing - minor clog,resident,True,False,urgent,False,2024-06-19,2024-06-27,304,VEN-0026,False
WO-008422,PROP-00943,Garage door,landlord,False,False,routine,False,2025-07-21,2025-07-25,1124,VEN-0023,True
WO-008423,PROP-00943,Lawn maintenance,resident,True,False,routine,False,2026-05-29,2026-06-03,202,VEN-0025,True
WO-008424,PROP-00943,Pool maintenance,resident,True,False,routine,False,2026-06-16,2026-06-16,186,VEN-0023,True
WO-008425,PROP-00943,Fence,landlord,False,False,routine,False,2024-09-04,2024-09-06,787,VEN-0023,True
WO-008426,PROP-00943,Plumbing - water heater,landlord,False,False,routine,False,2023-11-17,2023-11-26,1074,VEN-0026,False
WO-008427,PROP-00944,Sprinkler,resident,True,False,routine,False,2023-10-16,2023-10-20,225,VEN-0025,True
WO-008428,PROP-00944,Lawn maintenance,resident,True,False,routine,False,2024-12-31,2025-01-01,155,VEN-0025,False
WO-008429,PROP-00944,Appliance - garbage disposal,landlord,False,False,routine,False,2026-03-05,2026-03-11,499,VEN-0022,False
WO-008430,PROP-00944,HVAC - not heating,landlord,False,False,urgent,False,2024-09-23,2024-09-26,1639,VEN-0024,True
WO-008431,PROP-00944,Plumbing - leak,landlord,False,False,emergency,True,2023-12-23,2023-12-23,1193,VEN-0026,True
WO-008432,PROP-00944,Plumbing - major clog,landlord,False,False,urgent,False,2024-12-07,2024-12-13,520,VEN-0026,True
WO-008433,PROP-00944,Air filter,resident,True,False,routine,False,2025-04-11,2025-04-13,56,VEN-0023,True
WO-008434,PROP-00944,Appliance - garbage disposal,landlord,False,False,routine,False,2026-08-20,2026-08-24,466,VEN-0022,False
WO-008435,PROP-00944,Pool maintenance,resident,True,False,routine,False,2025-03-26,2025-03-28,349,VEN-0023,True
WO-008436,PROP-00945,Sprinkler,resident,True,False,urgent,False,2024-05-04,2024-05-08,481,VEN-0025,True
WO-008437,PROP-00945,Lawn maintenance,resident,True,False,routine,False,2024-10-02,2024-10-05,232,VEN-0025,False
WO-008438,PROP-00945,Sprinkler,resident,True,False,emergency,True,2026-03-31,2026-03-31,197,VEN-0025,True
WO-008439,PROP-00945,Turn,landlord,False,False,routine,False,2025-06-25,2025-06-25,1829,VEN-0028,True
WO-008440,PROP-00945,Plumbing - leak,landlord,False,False,urgent,False,2024-12-28,2025-01-07,1022,VEN-0026,True
WO-008441,PROP-00945,Plumbing - leak,landlord,False,False,urgent,False,2023-11-17,2023-11-27,822,VEN-0026,True
WO-008442,PROP-00945,HVAC - not heating,landlord,False,True,routine,False,2024-06-13,2024-06-15,2151,VEN-0024,False
WO-008443,PROP-00945,Plumbing - water heater,landlord,False,False,routine,False,2024-09-07,2024-09-12,1552,VEN-0026,True
